order_number,Rec_0,Rec_1,Rec_2,Rec_3,Rec_4,Rec_5,Rec_6,Rec_7,Rec_8,Rec_9,Rec_10,Rec_11,Rec_12,Rec_13,Rec_14
570006,"['Cleaning', 10.004399999999999]","['Hand Tools', 6.715000000000001]","['Machining', 6.4366]","['Material Handling', 5.890299999999999]","['Lubrication', 5.568099999999999]","['Adhesives, Sealants and Tape', 5.484700000000001]","['Safety', 5.443599999999999]","['Power Tools', 5.3114]","['Electrical', 5.2982]","['Abrasives', 4.2681]","['Electronics, Appliances, and Batteries', 3.9865999999999997]","['Pneumatics', 3.888]","['Fasteners', 3.8270999999999993]","['Plumbing', 3.7628999999999997]","['Paint, Equipment and Supplies', 3.5219999999999994]"
570366,"['Fasteners', 31.0]","['Electrical', 10.0037]","['Plumbing', 9.7092]","['Pneumatics', 8.3576]","['Machining', 8.2212]","['Adhesives, Sealants and Tape', 7.1703]","['Lubrication', 6.2744]","['Power Tools', 6.2031]","['Cleaning', 6.0946]","['Hand Tools', 5.7908]","['Abrasives', 5.738099999999999]","['Safety', 5.4064]","['Electronics, Appliances, and Batteries', 4.5446]","['Material Handling', 4.3709999999999996]","['Fleet and Vehicle Maintenance', 3.8874000000000004]"
570426,"['Power Transmission', 25.0]","['Plumbing', 3.145]","['HVAC and Refrigeration', 2.8899999999999997]","['Electrical', 2.8375]","['Pneumatics', 2.6725]","['Fasteners', 2.545]","['Lighting', 2.2849999999999997]","['Hardware', 2.2375]","['Motors', 2.2275]","['Adhesives, Sealants and Tape', 2.0549999999999997]","['Machining', 2.0175]","['Lubrication', 1.9725]","['Abrasives', 1.8499999999999999]","['Cleaning', 1.7025]","['Power Tools', 1.6525]"
570757,"['Hand Tools', 7.556100000000001]","['Power Tools', 7.3829]","['Safety', 7.2069]","['Adhesives, Sealants and Tape', 6.8119000000000005]","['Electronics, Appliances, and Batteries', 5.674999999999999]","['Cleaning', 5.3745]","['Lubrication', 5.302199999999999]","['Abrasives', 4.941400000000001]","['Lighting', 4.527299999999999]","['Electrical', 4.5101]","['Machining', 4.2009]","['Material Handling', 3.9665]","['Pneumatics', 3.4485]","['Welding', 3.4413]","['Fasteners', 3.4408999999999996]"
570805,"['Hand Tools', 17.2376]","['Power Tools', 8.9504]","['Safety', 7.0572]","['Cleaning', 6.354]","['Adhesives, Sealants and Tape', 6.3264]","['Electrical', 5.2432]","['Material Handling', 5.0432]","['Machining', 4.8420000000000005]","['Abrasives', 4.6744]","['Electronics, Appliances, and Batteries', 4.6264]","['Lighting', 4.4864]","['Lubrication', 3.914]","['Pneumatics', 3.7940000000000005]","['Fasteners', 3.7892]","['Paint, Equipment and Supplies', 3.7124]"
570892,"['Welding', 6.3071]","['Power Tools', 5.2369]","['Material Handling', 4.2713]","['Machining', 3.4346999999999994]","['Safety', 3.3544]","['Hand Tools', 3.2569]","['Cleaning', 3.0345]","['Adhesives, Sealants and Tape', 3.0235]","['Fasteners', 2.9703999999999997]","['Fleet and Vehicle Maintenance', 2.9374000000000002]","['Electrical', 2.8003]","['Test Instruments', 2.7213000000000003]","['Abrasives', 2.6264000000000003]","['Lubrication', 2.4246]","['Pneumatics', 2.4181]"
571159,"['Test Instruments', 4.0]","['Power Tools', 0.6792]","['Lighting', 0.6224]","['Material Handling', 0.6104]","['Hand Tools', 0.6048]","['Electrical', 0.4964]","['HVAC and Refrigeration', 0.492]","['Welding', 0.4368]","['Cleaning', 0.4276]","['Outdoor Equipment', 0.41]","['Safety', 0.4052]","['Adhesives, Sealants and Tape', 0.388]","['Pneumatics', 0.38]","['Machining', 0.3792]","['Fleet and Vehicle Maintenance', 0.37]"
571585,"['Cleaning', 8.858299999999998]","['Safety', 6.0426]","['Paint, Equipment and Supplies', 5.7463999999999995]","['Adhesives, Sealants and Tape', 5.5133]","['Fleet and Vehicle Maintenance', 5.3542000000000005]","['Hand Tools', 4.6665]","['Electrical', 4.5833]","['Lubrication', 4.4921]","['Material Handling', 3.786]","['Electronics, Appliances, and Batteries', 3.7563999999999997]","['Abrasives', 3.6822]","['Power Tools', 3.5608000000000004]","['Machining', 3.3455999999999997]","['Plumbing', 3.2676999999999996]","['Pneumatics', 3.2215000000000003]"
571593,"['Hand Tools', 10.2735]","['Electrical', 8.570000000000002]","['Power Tools', 6.5497000000000005]","['Adhesives, Sealants and Tape', 6.334200000000001]","['Safety', 6.332599999999999]","['Cleaning', 5.5329]","['HVAC and Refrigeration', 5.122]","['Material Handling', 4.430699999999999]","['Lighting', 4.2951]","['Machining', 4.2315000000000005]","['Plumbing', 4.2244]","['Fasteners', 4.130999999999999]","['Electronics, Appliances, and Batteries', 4.0343]","['Abrasives', 3.9932999999999996]","['Pneumatics', 3.9115]"
571890,"['Hand Tools', 16.6676]","['Power Tools', 9.877699999999999]","['Machining', 7.891500000000001]","['Safety', 7.442799999999999]","['Adhesives, Sealants and Tape', 7.058000000000001]","['Cleaning', 6.9351]","['Electrical', 6.7972]","['Test Instruments', 6.2044999999999995]","['Material Handling', 5.7086]","['Abrasives', 5.3771]","['Lighting', 5.0905]","['Electronics, Appliances, and Batteries', 5.0832999999999995]","['Fasteners', 4.7502]","['Pneumatics', 4.7148]","['Lubrication', 4.651]"
572036,"['Machining', 48.1824]","['Fasteners', 23.933999999999997]","['Adhesives, Sealants and Tape', 14.6646]","['Electrical', 14.5959]","['Pneumatics', 14.476199999999999]","['Power Tools', 14.285699999999999]","['Abrasives', 13.6962]","['Plumbing', 13.4784]","['Hand Tools', 12.8886]","['Lubrication', 12.7698]","['Cleaning', 12.421199999999999]","['Safety', 10.8678]","['Electronics, Appliances, and Batteries', 9.8097]","['Material Handling', 9.3735]","['Paint, Equipment and Supplies', 8.410499999999999]"
572044,"['Plumbing', 24.0]","['Electrical', 7.644]","['Fasteners', 7.5168]","['Pneumatics', 7.116]","['Adhesives, Sealants and Tape', 6.12]","['Machining', 5.184]","['Cleaning', 5.1288]","['Lubrication', 4.5888]","['Safety', 4.428]","['Hand Tools', 4.236]","['Abrasives', 4.2288]","['Power Tools', 4.1088]","['Lighting', 3.7199999999999998]","['Electronics, Appliances, and Batteries', 3.708]","['Material Handling', 3.6288]"
572148,"['Fasteners', 13.901000000000002]","['Electrical', 9.405600000000002]","['Plumbing', 9.0616]","['Adhesives, Sealants and Tape', 7.947499999999999]","['Machining', 7.6804]","['Pneumatics', 7.1248000000000005]","['Cleaning', 6.5027]","['Lubrication', 6.0759]","['Abrasives', 5.9352]","['Hand Tools', 5.5488]","['Safety', 5.383999999999999]","['Power Tools', 5.2667]","['Electronics, Appliances, and Batteries', 5.2578]","['Material Handling', 4.173900000000001]","['Lighting', 3.8089999999999997]"
572160,"['Adhesives, Sealants and Tape', 20.1214]","['Machining', 18.963699999999996]","['Hand Tools', 18.755300000000002]","['Electrical', 17.369699999999998]","['Plumbing', 16.9159]","['Fasteners', 14.5639]","['Cleaning', 14.396899999999999]","['Power Tools', 13.722199999999999]","['Lubrication', 13.445100000000002]","['Safety', 13.368100000000002]","['Electronics, Appliances, and Batteries', 12.963799999999997]","['Abrasives', 12.4467]","['Pneumatics', 11.9452]","['Material Handling', 9.9886]","['Lighting', 9.307900000000002]"
572211,"['Hand Tools', 13.957400000000002]","['Power Tools', 13.0603]","['Adhesives, Sealants and Tape', 12.2817]","['Safety', 10.7706]","['Machining', 10.1527]","['Electrical', 9.2399]","['Cleaning', 8.7867]","['Abrasives', 7.0027]","['Office Supplies', 6.9028]","['Material Handling', 6.783600000000001]","['Electronics, Appliances, and Batteries', 6.7149]","['Fasteners', 6.308599999999999]","['Lubrication', 6.2391]","['Lighting', 6.1792]","['Pneumatics', 6.058300000000001]"
572390,"['Plumbing', 21.8345]","['Electrical', 7.774400000000001]","['Material Handling', 7.4511]","['Fasteners', 7.2970999999999995]","['Pneumatics', 7.0378]","['Adhesives, Sealants and Tape', 6.438600000000001]","['Cleaning', 5.839700000000001]","['Machining', 5.3864]","['Safety', 5.0087]","['Hand Tools', 4.9904]","['Power Tools', 4.833600000000001]","['Lubrication', 4.810099999999999]","['Abrasives', 4.5393]","['HVAC and Refrigeration', 4.5184]","['Lighting', 4.3454999999999995]"
572407,"['Fasteners', 16.948700000000002]","['Plumbing', 10.9643]","['Adhesives, Sealants and Tape', 9.9332]","['Pneumatics', 9.549199999999999]","['Safety', 9.2499]","['Electrical', 8.852599999999999]","['Cleaning', 7.3557999999999995]","['Machining', 7.2212]","['Electronics, Appliances, and Batteries', 7.0839]","['Lubrication', 6.9613000000000005]","['Hand Tools', 6.9317]","['Abrasives', 6.107099999999999]","['Power Tools', 6.0361]","['Material Handling', 4.947299999999999]","['Lighting', 4.6272]"
572445,"['Safety', 12.6302]","['Cleaning', 8.863199999999999]","['Hand Tools', 8.8458]","['Adhesives, Sealants and Tape', 7.1781999999999995]","['Electrical', 6.703099999999999]","['Material Handling', 6.3443]","['Power Tools', 4.914]","['Electronics, Appliances, and Batteries', 4.893000000000001]","['Abrasives', 4.4435]","['Lighting', 4.2192]","['Machining', 4.2178]","['Plumbing', 4.0255]","['Lubrication', 3.9913999999999996]","['Fasteners', 3.8785]","['Pneumatics', 3.7631]"
572655,"['Plumbing', 16.8188]","['Electrical', 6.2193000000000005]","['Power Tools', 6.1447]","['Fasteners', 5.880199999999999]","['Pneumatics', 5.610399999999999]","['Adhesives, Sealants and Tape', 5.2873]","['Cleaning', 5.2332]","['Machining', 4.5667]","['Hand Tools', 4.2416]","['Safety', 4.1199]","['Lubrication', 3.9308000000000005]","['Abrasives', 3.7793]","['Material Handling', 3.5601]","['Lighting', 3.4502]","['Electronics, Appliances, and Batteries', 3.2929]"
572729,"['Fasteners', 15.136300000000002]","['Plumbing', 6.3789]","['Electrical', 6.026]","['Pneumatics', 4.9668]","['Adhesives, Sealants and Tape', 4.854900000000001]","['Lubrication', 4.8154]","['Machining', 4.8018]","['Outdoor Equipment', 4.757499999999999]","['Safety', 4.4993]","['Cleaning', 4.401599999999999]","['Power Tools', 4.114]","['Hand Tools', 4.106199999999999]","['Lighting', 3.7976999999999994]","['Abrasives', 3.723899999999999]","['Electronics, Appliances, and Batteries', 3.3017000000000003]"
572762,"['Safety', 15.071200000000001]","['Adhesives, Sealants and Tape', 11.5644]","['Hand Tools', 9.1732]","['Abrasives', 8.4544]","['Cleaning', 8.372499999999999]","['Machining', 8.1747]","['Power Tools', 7.7010000000000005]","['Electronics, Appliances, and Batteries', 7.070500000000001]","['Electrical', 6.7105999999999995]","['Material Handling', 5.5552]","['Lubrication', 5.5359]","['Fasteners', 5.1594]","['Plumbing', 5.1545000000000005]","['Pneumatics', 5.0475]","['Lighting', 5.0154]"
572788,"['Fasteners', 45.0]","['Electrical', 14.5215]","['Plumbing', 14.094]","['Pneumatics', 12.132]","['Machining', 11.934]","['Adhesives, Sealants and Tape', 10.4085]","['Lubrication', 9.108]","['Power Tools', 9.0045]","['Cleaning', 8.847]","['Hand Tools', 8.406]","['Abrasives', 8.3295]","['Safety', 7.848]","['Electronics, Appliances, and Batteries', 6.597]","['Material Handling', 6.345]","['Fleet and Vehicle Maintenance', 5.643000000000001]"
572842,"['Plumbing', 12.6533]","['Fasteners', 10.4303]","['Electrical', 9.9761]","['Lighting', 9.621599999999999]","['Adhesives, Sealants and Tape', 8.4175]","['Hand Tools', 6.8361]","['Machining', 6.639399999999999]","['Power Tools', 6.547300000000001]","['Pneumatics', 6.4412]","['Cleaning', 6.2628]","['Safety', 5.9997]","['Lubrication', 5.2004]","['Electronics, Appliances, and Batteries', 5.118600000000001]","['Abrasives', 5.0338]","['Material Handling', 4.9409]"
572851,"['Plumbing', 16.901]","['Electrical', 13.534600000000003]","['Machining', 11.8261]","['Adhesives, Sealants and Tape', 9.231000000000002]","['Fasteners', 8.8412]","['Hand Tools', 8.5427]","['Lighting', 8.4392]","['Safety', 8.2799]","['Pneumatics', 8.269]","['Cleaning', 8.2623]","['Electronics, Appliances, and Batteries', 7.8889]","['Material Handling', 7.7382]","['Lubrication', 7.4399999999999995]","['Power Tools', 7.3343]","['Abrasives', 6.7162]"
572871,"['Safety', 18.7676]","['Hand Tools', 8.9084]","['Cleaning', 7.503800000000001]","['Adhesives, Sealants and Tape', 6.8709999999999996]","['Electrical', 5.2905999999999995]","['Electronics, Appliances, and Batteries', 5.247800000000001]","['Power Tools', 4.7426]","['Material Handling', 4.718999999999999]","['Abrasives', 4.4128]","['Lighting', 4.252199999999999]","['Machining', 3.9832]","['Lubrication', 3.7624000000000004]","['Plumbing', 3.6739999999999995]","['Paint, Equipment and Supplies', 3.5228]","['Fasteners', 3.5128]"
572881,"['Fasteners', 23.0]","['Electrical', 7.4220999999999995]","['Plumbing', 7.2036]","['Pneumatics', 6.2008]","['Machining', 6.0996]","['Adhesives, Sealants and Tape', 5.3199000000000005]","['Lubrication', 4.6552]","['Power Tools', 4.6023]","['Cleaning', 4.5218]","['Hand Tools', 4.2964]","['Abrasives', 4.2573]","['Safety', 4.0112]","['Electronics, Appliances, and Batteries', 3.3718000000000004]","['Material Handling', 3.243]","['Fleet and Vehicle Maintenance', 2.8842000000000003]"
572884,"['Fasteners', 23.303699999999996]","['Electrical', 22.827699999999997]","['Plumbing', 20.314899999999998]","['Machining', 15.221799999999998]","['Pneumatics', 14.5107]","['Adhesives, Sealants and Tape', 14.186300000000001]","['Lubrication', 12.8285]","['Abrasives', 12.522599999999999]","['Cleaning', 11.746099999999998]","['Power Tools', 11.4208]","['Hand Tools', 11.1509]","['Safety', 10.665299999999998]","['Electronics, Appliances, and Batteries', 10.4326]","['Material Handling', 8.574300000000001]","['Lighting', 8.0723]"
573069,"['Safety', 26.1514]","['Hand Tools', 12.594999999999999]","['Cleaning', 10.4971]","['Adhesives, Sealants and Tape', 9.616699999999998]","['Electrical', 7.4073]","['Electronics, Appliances, and Batteries', 7.3439]","['Power Tools', 6.6557]","['Material Handling', 6.6110999999999995]","['Abrasives', 6.1819999999999995]","['Lighting', 5.9567]","['Machining', 5.5847999999999995]","['Lubrication', 5.2698]","['Plumbing', 5.1419999999999995]","['Paint, Equipment and Supplies', 4.9350000000000005]","['Fasteners', 4.920400000000001]"
573090,"['Cleaning', 14.0]","['Safety', 5.3102]","['Adhesives, Sealants and Tape', 4.7922]","['Hand Tools', 4.7348]","['Material Handling', 3.9242]","['Electrical', 3.724]","['Electronics, Appliances, and Batteries', 3.6750000000000003]","['Abrasives', 3.4804]","['Lubrication', 3.416]","['Power Tools', 3.2998]","['Machining', 3.1304]","['Paint, Equipment and Supplies', 3.1024]","['Plumbing', 2.9918]","['Pneumatics', 2.9497999999999998]","['Fasteners', 2.7523999999999997]"
573155,"['Adhesives, Sealants and Tape', 6.334299999999999]","['Electronics, Appliances, and Batteries', 6.0916]","['Hand Tools', 4.7896]","['Paint, Equipment and Supplies', 4.0748]","['Safety', 3.6303]","['Cleaning', 3.6263]","['Electrical', 2.945]","['Abrasives', 2.8682]","['Power Tools', 2.7018]","['Lubrication', 2.6630000000000003]","['Machining', 2.605]","['Lighting', 2.6013]","['Material Handling', 2.4476999999999998]","['Plumbing', 2.3181]","['Pneumatics', 2.2304000000000004]"
573162,"['Machining', 33.6074]","['Safety', 21.0377]","['Abrasives', 19.6999]","['Adhesives, Sealants and Tape', 19.3733]","['Plumbing', 17.0924]","['Cleaning', 16.712200000000003]","['Hand Tools', 16.6048]","['Electrical', 14.999499999999998]","['Lubrication', 14.8243]","['Electronics, Appliances, and Batteries', 14.785799999999998]","['Power Tools', 14.247600000000002]","['Fasteners', 14.090799999999998]","['Pneumatics', 13.6989]","['Material Handling', 11.270199999999999]","['Paint, Equipment and Supplies', 11.106200000000001]"
573225,"['Hand Tools', 19.662399999999998]","['Safety', 7.920499999999999]","['Adhesives, Sealants and Tape', 7.6703]","['Cleaning', 7.1152]","['Power Tools', 6.4713]","['Electrical', 5.7551000000000005]","['Material Handling', 5.3804]","['Electronics, Appliances, and Batteries', 5.2794]","['Abrasives', 5.184799999999999]","['Machining', 5.132499999999999]","['Pneumatics', 4.968]","['Lighting', 4.8116]","['Lubrication', 4.3991]","['Fasteners', 4.1403]","['Paint, Equipment and Supplies', 4.108]"
573228,"['Fasteners', 30.9409]","['Plumbing', 18.0093]","['Pneumatics', 13.9588]","['Electrical', 13.379499999999998]","['Machining', 10.1599]","['Adhesives, Sealants and Tape', 9.5413]","['Cleaning', 8.1616]","['Lubrication', 8.0729]","['Power Tools', 7.8081000000000005]","['Hand Tools', 7.5178]","['Abrasives', 7.478900000000001]","['Safety', 7.137300000000001]","['Electronics, Appliances, and Batteries', 6.0204]","['Material Handling', 5.903499999999999]","['Lighting', 5.2633]"
573230,"['Fasteners', 12.8448]","['Electrical', 8.8605]","['Plumbing', 5.2927]","['Adhesives, Sealants and Tape', 5.0983]","['Pneumatics', 4.5295000000000005]","['Machining', 4.3729]","['Cleaning', 3.8349]","['Hand Tools', 3.7192]","['Power Tools', 3.6791]","['Safety', 3.5848]","['Lubrication', 3.5049]","['Abrasives', 3.2916]","['Electronics, Appliances, and Batteries', 2.8756000000000004]","['Material Handling', 2.8062]","['Lighting', 2.6382]"
573581,"['Cleaning', 10.017999999999999]","['Safety', 7.927700000000001]","['Hand Tools', 7.874299999999999]","['Paint, Equipment and Supplies', 7.0844000000000005]","['Pneumatics', 6.1955]","['Adhesives, Sealants and Tape', 6.045999999999999]","['Machining', 5.0685]","['Electrical', 4.951700000000001]","['Power Tools', 4.622400000000001]","['Material Handling', 4.5978]","['Electronics, Appliances, and Batteries', 4.588900000000001]","['Abrasives', 4.5759]","['Lubrication', 4.3214]","['Plumbing', 4.0988999999999995]","['Fasteners', 3.8827999999999996]"
574445,"['Hand Tools', 1.4037]","['Electronics, Appliances, and Batteries', 1.3851]","['Fleet and Vehicle Maintenance', 1.2912000000000001]","['Safety', 0.7852]","['Cleaning', 0.7791]","['Adhesives, Sealants and Tape', 0.7761]","['Power Tools', 0.6235999999999999]","['Electrical', 0.6052]","['Abrasives', 0.5997]","['Lubrication', 0.5780000000000001]","['Material Handling', 0.5692999999999999]","['Lighting', 0.5651999999999999]","['Machining', 0.546]","['Paint, Equipment and Supplies', 0.5194000000000001]","['Pneumatics', 0.4958]"
575046,"['Fasteners', 15.662199999999999]","['Electrical', 10.9961]","['Pneumatics', 7.2984]","['Plumbing', 6.7520999999999995]","['Adhesives, Sealants and Tape', 5.658900000000001]","['Machining', 5.6136]","['Hand Tools', 5.4088]","['Cleaning', 4.9113999999999995]","['Power Tools', 4.750900000000001]","['Safety', 4.566999999999999]","['Lubrication', 4.4639]","['Abrasives', 4.2307]","['Material Handling', 3.6481999999999997]","['Electronics, Appliances, and Batteries', 3.629]","['Lighting', 3.3516999999999997]"
